"species" "time"
"agouti" 0.325694444
"agouti" 0.709722222
"agouti" 0.714583333
"agouti" 0.738194444
"peccary" 0.777777778
"agouti" 0.40625
"agouti" 0.478472222
"agouti" 0.547916667
"brocket" 0.213194444
"peccary" 0.258333333
"peccary" 0.010416667
"peccary" 0.226388889
"agouti" 0.286111111
"agouti" 0.767361111
"agouti" 0.322916667
"agouti" 0.729861111
"agouti" 0.740972222
"agouti" 0.75625
"agouti" 0.707638889
"agouti" 0.713888889
"agouti" 0.272916667
"agouti" 0.371527778
"agouti" 0.383333333
"agouti" 0.767361111
"ocelot" 0.851388889
"agouti" 0.263194444
"peccary" 0.303472222
"agouti" 0.402083333
"agouti" 0.759027778
"paca" 0.822222222
"agouti" 0.25625
"agouti" 0.258333333
"agouti" 0.311111111
"agouti" 0.470138889
"paca" 0.9375
"paca" 0.836805556
"agouti" 0.248611111
"agouti" 0.301388889
"agouti" 0.45625
"agouti" 0.551388889
"agouti" 0.292361111
"agouti" 0.304861111
"peccary" 0.320833333
"peccary" 0.325694444
"agouti" 0.354166667
"agouti" 0.459027778
"agouti" 0.477777778
"agouti" 0.479861111
"peccary" 0.663888889
"peccary" 0.728472222
"paca" 0.860416667
"agouti" 0.400694444
"agouti" 0.45625
"agouti" 0.592361111
"agouti" 0.713888889
"peccary" 0.822916667
"peccary" 0.827777778
"peccary" 0.841666667
"peccary" 0.851388889
"agouti" 0.34375
"agouti" 0.385416667
"agouti" 0.472222222
"agouti" 0.575694444
"agouti" 0.577083333
"agouti" 0.720833333
"agouti" 0.386805556
"brocket" 0.702083333
"peccary" 0.209722222
"squirrel" 0.272916667
"agouti" 0.283333333
"agouti" 0.314583333
"agouti" 0.377083333
"agouti" 0.405555556
"agouti" 0.630555556
"agouti" 0.253472222
"agouti" 0.280555556
"agouti" 0.411111111
"squirrel" 0.470138889
"agouti" 0.553472222
"agouti" 0.263888889
"agouti" 0.288194444
"agouti" 0.370138889
"agouti" 0.578472222
"agouti" 0.686805556
"agouti" 0.258333333
"agouti" 0.68125
"peccary" 0.254166667
"agouti" 0.271527778
"agouti" 0.557638889
"coati" 0.2875
"agouti" 0.531944444
"coati" 0.580555556
"coati" 0.277777778
"peccary" 0.210416667
"mouse" 0.881944444
"paca" 0.002777778
"peccary" 0.642361111
"squirrel" 0.300694444
"squirrel" 0.407638889
"agouti" 0.541666667
"agouti" 0.258333333
"agouti" 0.264583333
"agouti" 0.431944444
"agouti" 0.668055556
"agouti" 0.697222222
"ocelot" 0.909027778
"agouti" 0.255555556
"agouti" 0.295138889
"agouti" 0.676388889
"paca" 0.956944444
"tamandua" 0.009027778
"tamandua" 0.011111111
"agouti" 0.275
"agouti" 0.364583333
"squirrel" 0.617361111
"agouti" 0.764583333
"agouti" 0.252083333
"agouti" 0.261805556
"agouti" 0.525
"agouti" 0.563888889
"agouti" 0.7375
"tamandua" 0.927083333
"tamandua" 0.929166667
"agouti" 0.253472222
"agouti" 0.297916667
"agouti" 0.363888889
"squirrel" 0.530555556
"agouti" 0.686805556
"paca" 0.946527778
"tamandua" 0.085416667
"agouti" 0.498611111
"agouti" 0.511111111
"agouti" 0.636111111
"agouti" 0.345138889
"agouti" 0.613194444
"agouti" 0.682638889
"peccary" 0.265972222
"peccary" 0.311805556
"agouti" 0.413194444
"agouti" 0.465972222
"peccary" 0.773611111
"agouti" 0.297222222
"agouti" 0.369444444
"ocelot" 0.829861111
"ocelot" 0.265277778
"ocelot" 0.836805556
"agouti" 0.718055556
"brocket" 0.796527778
"peccary" 0.270138889
"agouti" 0.647222222
"rat" 0.190972222
"agouti" 0.407638889
"agouti" 0.642361111
"agouti" 0.71875
"agouti" 0.361111111
"agouti" 0.572916667
"agouti" 0.524305556
"agouti" 0.567361111
"agouti" 0.716666667
"mouse" 0.097222222
"agouti" 0.527083333
"agouti" 0.329861111
"agouti" 0.428472222
"agouti" 0.436111111
"agouti" 0.440277778
"agouti" 0.44375
"coati" 0.681944444
"agouti" 0.389583333
"ocelot" 0.64375
"agouti" 0.297222222
"agouti" 0.590972222
"rat" 0.065972222
"agouti" 0.477777778
"mouse" 0.016666667
"agouti" 0.29375
"agouti" 0.309027778
"agouti" 0.420138889
"agouti" 0.456944444
"agouti" 0.320138889
"agouti" 0.710416667
"agouti" 0.752777778
"agouti" 0.449305556
"agouti" 0.5125
"agouti" 0.666666667
"agouti" 0.579861111
"rat" 0.99375
"rat" 0.013194444
"agouti" 0.332638889
"rat" 0.829861111
"rat" 0.835416667
"rat" 0.870833333
"agouti" 0.345138889
"ocelot" 0.029861111
"rat" 0.225694444
"agouti" 0.283333333
"squirrel" 0.302083333
"ocelot" 0.4125
"paca" 0.927777778
"agouti" 0.3375
"agouti" 0.486111111
"agouti" 0.595138889
"armadillo" 0.151388889
"agouti" 0.497222222
"agouti" 0.684722222
"rat" 0.994444444
"rat" 0.152777778
"agouti" 0.25625
"agouti" 0.28125
"peccary" 0.411111111
"coati" 0.58125
"rat" 0.844444444
"coati" 0.652083333
"agouti" 0.263194444
"agouti" 0.386111111
"agouti" 0.361805556
"agouti" 0.372222222
"agouti" 0.495833333
"agouti" 0.667361111
"agouti" 0.688888889
"agouti" 0.282638889
"peccary" 0.333333333
"tamandua" 0.722916667
"agouti" 0.63125
"paca" 0.947222222
"agouti" 0.465972222
"paca" 0.131944444
"agouti" 0.611805556
"agouti" 0.395138889
"agouti" 0.510416667
"peccary" 0.013194444
"agouti" 0.43125
"agouti" 0.595833333
"armadillo" 0.195833333
"rat" 0.848611111
"paca" 0.008333333
"rat" 0.175694444
"agouti" 0.659027778
"peccary" 0.755555556
"paca" 0.041666667
"coati" 0.594444444
"paca" 0.003472222
"agouti" 0.55
"agouti" 0.426388889
"paca" 0.790972222
"paca" 0.868055556
"rat" 0.997222222
"paca" 0.1125
"rat" 0.022222222
"agouti" 0.386805556
"mouse" 0.804166667
"agouti" 0.325694444
"agouti" 0.2875
"agouti" 0.288194444
"agouti" 0.396527778
"peccary" 0.709722222
"agouti" 0.539583333
"agouti" 0.297916667
"brocket" 0.3
"agouti" 0.520833333
"agouti" 0.263194444
"agouti" 0.252777778
"agouti" 0.254166667
"agouti" 0.305555556
"agouti" 0.427083333
"rat" 0.175694444
"rat" 0.120138889
"agouti" 0.58125
"squirrel" 0.457638889
"rat" 0.151388889
"paca" 0.099305556
"rat" 0.214583333
"squirrel" 0.511805556
"squirrel" 0.486111111
"rat" 0.102777778
"agouti" 0.696527778
"agouti" 0.706944444
"brocket" 0.310416667
"agouti" 0.3375
"agouti" 0.348611111
"agouti" 0.357638889
"agouti" 0.632638889
"brocket" 0.253472222
"agouti" 0.306944444
"agouti" 0.309027778
"agouti" 0.633333333
"brocket" 0.235416667
"agouti" 0.260416667
"agouti" 0.507638889
"agouti" 0.5125
"agouti" 0.611805556
"agouti" 0.622916667
"agouti" 0.624305556
"agouti" 0.658333333
"agouti" 0.663194444
"agouti" 0.715972222
"agouti" 0.253472222
"agouti" 0.259722222
"agouti" 0.263194444
"agouti" 0.289583333
"agouti" 0.311805556
"agouti" 0.595138889
"agouti" 0.602083333
"brocket" 0.788194444
"peccary" 0.2
"agouti" 0.256944444
"agouti" 0.260416667
"agouti" 0.275694444
"agouti" 0.296527778
"agouti" 0.447916667
"agouti" 0.534722222
"agouti" 0.6
"agouti" 0.615972222
"agouti" 0.722916667
"brocket" 0.819444444
"agouti" 0.281944444
"peccary" 0.394444444
"agouti" 0.411805556
"agouti" 0.430555556
"agouti" 0.453472222
"agouti" 0.546527778
"agouti" 0.580555556
"agouti" 0.600694444
"agouti" 0.626388889
"agouti" 0.277083333
"agouti" 0.310416667
"peccary" 0.313888889
"agouti" 0.338888889
"agouti" 0.434027778
"agouti" 0.490277778
"agouti" 0.529861111
"agouti" 0.675
"agouti" 0.270138889
"agouti" 0.273611111
"brocket" 0.294444444
"brocket" 0.308333333
"agouti" 0.317361111
"agouti" 0.36875
"agouti" 0.439583333
"agouti" 0.477777778
"agouti" 0.495138889
"agouti" 0.501388889
"agouti" 0.63125
"peccary" 0.077083333
"agouti" 0.265277778
"agouti" 0.288888889
"agouti" 0.297222222
"agouti" 0.297916667
"agouti" 0.346527778
"agouti" 0.347916667
"agouti" 0.36875
"agouti" 0.372222222
"agouti" 0.383333333
"agouti" 0.386805556
"agouti" 0.398611111
"agouti" 0.440277778
"agouti" 0.474305556
"agouti" 0.684722222
"agouti" 0.742361111
"agouti" 0.746527778
"peccary" 0.79375
"agouti" 0.28125
"agouti" 0.288888889
"agouti" 0.29375
"agouti" 0.297222222
"agouti" 0.313194444
"agouti" 0.318055556
"agouti" 0.326388889
"agouti" 0.3375
"agouti" 0.354166667
"agouti" 0.35625
"agouti" 0.376388889
"agouti" 0.395833333
"agouti" 0.406944444
"agouti" 0.454861111
"agouti" 0.475694444
"agouti" 0.520833333
"agouti" 0.525694444
"agouti" 0.540277778
"agouti" 0.544444444
"agouti" 0.670833333
"brocket" 0.697222222
"agouti" 0.727777778
"agouti" 0.265277778
"peccary" 0.277083333
"squirrel" 0.286805556
"agouti" 0.336111111
"agouti" 0.373611111
"agouti" 0.376388889
"agouti" 0.695833333
"agouti" 0.278472222
"agouti" 0.538888889
"agouti" 0.672916667
"agouti" 0.722222222
"agouti" 0.727777778
"agouti" 0.247916667
"agouti" 0.314583333
"agouti" 0.434722222
"coati" 0.6125
"coati" 0.615277778
"peccary" 0.2375
"agouti" 0.25
"agouti" 0.413888889
"agouti" 0.463888889
"peccary" 0.798611111
"peccary" 0.851388889
"peccary" 0.203472222
"agouti" 0.25
"agouti" 0.285416667
"agouti" 0.345138889
"agouti" 0.247222222
"agouti" 0.261805556
"agouti" 0.311111111
"agouti" 0.347916667
"agouti" 0.479166667
"agouti" 0.727777778
"agouti" 0.752777778
"agouti" 0.257638889
"agouti" 0.293055556
"agouti" 0.345138889
"agouti" 0.369444444
"agouti" 0.605555556
"brocket" 0.897916667
"agouti" 0.247916667
"agouti" 0.269444444
"agouti" 0.295833333
"brocket" 0.900694444
"paca" 0.045138889
"agouti" 0.247222222
"agouti" 0.282638889
"agouti" 0.35
"agouti" 0.404166667
"agouti" 0.539583333
"agouti" 0.672916667
"agouti" 0.710416667
"rat" 0.7875
"rat" 0.828472222
"agouti" 0.248611111
"agouti" 0.25625
"agouti" 0.493055556
"agouti" 0.649305556
"agouti" 0.684027778
"agouti" 0.725
"agouti" 0.751388889
"rat" 0.897916667
"agouti" 0.24375
"agouti" 0.324305556
"agouti" 0.661111111
"agouti" 0.244444444
"agouti" 0.25
"squirrel" 0.372222222
"agouti" 0.704861111
"agouti" 0.259027778
"agouti" 0.374305556
"agouti" 0.385416667
"agouti" 0.388888889
"agouti" 0.296527778
"agouti" 0.355555556
"paca" 0.934722222
"agouti" 0.410416667
"agouti" 0.429166667
"paca" 0.8875
"agouti" 0.263194444
"agouti" 0.299305556
"brocket" 0.257638889
"paca" 0.927083333
"agouti" 0.324305556
"agouti" 0.271527778
"squirrel" 0.323611111
"agouti" 0.572222222
"agouti" 0.638888889
"agouti" 0.630555556
"brocket" 0.660416667
"paca" 0.965277778
"squirrel" 0.569444444
"peccary" 0.76875
"peccary" 0.861805556
"peccary" 0.247916667
"peccary" 0.80625
"agouti" 0.338888889
"agouti" 0.559722222
"agouti" 0.657638889
"agouti" 0.663194444
"agouti" 0.267361111
"agouti" 0.377777778
"agouti" 0.261805556
"agouti" 0.2875
"agouti" 0.368055556
"agouti" 0.700694444
"peccary" 0.721527778
"agouti" 0.342361111
"agouti" 0.419444444
"agouti" 0.604861111
"agouti" 0.290972222
"agouti" 0.3625
"agouti" 0.620833333
"peccary" 0.289583333
"ocelot" 0.295138889
"agouti" 0.415972222
"agouti" 0.518055556
"agouti" 0.530555556
"agouti" 0.613888889
"agouti" 0.691666667
"agouti" 0.699305556
"agouti" 0.704861111
"agouti" 0.711805556
"agouti" 0.263888889
"agouti" 0.267361111
"agouti" 0.271527778
"agouti" 0.304166667
"agouti" 0.304861111
"agouti" 0.273611111
"peccary" 0.747222222
"agouti" 0.300694444
"agouti" 0.470833333
"agouti" 0.465277778
"agouti" 0.630555556
"squirrel" 0.667361111
"agouti" 0.711805556
"agouti" 0.439583333
"agouti" 0.625694444
"agouti" 0.309722222
"peccary" 0.263888889
"agouti" 0.645138889
"peccary" 0.090972222
"coati" 0.268055556
"paca" 0.179861111
"peccary" 0.252083333
"agouti" 0.294444444
"paca" 0.09375
"agouti" 0.392361111
"agouti" 0.704166667
"paca" 0.8875
"agouti" 0.309722222
"peccary" 0.349305556
"paca" 0.977083333
"peccary" 0.274305556
"agouti" 0.330555556
"agouti" 0.482638889
"agouti" 0.557638889
"agouti" 0.571527778
"squirrel" 0.515972222
"squirrel" 0.550694444
"agouti" 0.717361111
"agouti" 0.731944444
"agouti" 0.648611111
"agouti" 0.245833333
"agouti" 0.427083333
"agouti" 0.44375
"agouti" 0.484722222
"agouti" 0.742361111
"agouti" 0.315972222
"agouti" 0.380555556
"agouti" 0.750694444
"rat" 0.171527778
"agouti" 0.253472222
"peccary" 0.345138889
"agouti" 0.361805556
"agouti" 0.415972222
"agouti" 0.557638889
"agouti" 0.754861111
"peccary" 0.277083333
"agouti" 0.296527778
"agouti" 0.320138889
"agouti" 0.543055556
"agouti" 0.708333333
"agouti" 0.248611111
"peccary" 0.264583333
"agouti" 0.513888889
"agouti" 0.522916667
"agouti" 0.676388889
"agouti" 0.695833333
"peccary" 0.238194444
"peccary" 0.240277778
"agouti" 0.475694444
"agouti" 0.571527778
"agouti" 0.613194444
"agouti" 0.615972222
"agouti" 0.678472222
"agouti" 0.732638889
"agouti" 0.25625
"agouti" 0.296527778
"agouti" 0.346527778
"agouti" 0.608333333
"agouti" 0.715972222
"agouti" 0.775
"paca" 0.943055556
"agouti" 0.250694444
"peccary" 0.258333333
"agouti" 0.301388889
"agouti" 0.311111111
"agouti" 0.467361111
"agouti" 0.475
"agouti" 0.752777778
"agouti" 0.244444444
"agouti" 0.250694444
"squirrel" 0.272916667
"peccary" 0.313194444
"peccary" 0.328472222
"peccary" 0.720833333
"peccary" 0.738194444
"agouti" 0.744444444
"agouti" 0.249305556
"agouti" 0.343055556
"agouti" 0.722222222
"agouti" 0.747222222
"agouti" 0.292361111
"agouti" 0.388194444
"brocket" 0.739583333
"agouti" 0.633333333
"agouti" 0.725
"agouti" 0.279166667
"agouti" 0.380555556
"agouti" 0.293055556
"agouti" 0.389583333
"agouti" 0.665972222
"agouti" 0.535416667
"agouti" 0.679861111
"agouti" 0.613194444
"agouti" 0.736111111
"peccary" 0.893055556
"peccary" 0.259722222
"agouti" 0.301388889
"peccary" 0.73125
"peccary" 0.733333333
"peccary" 0.253472222
"peccary" 0.265972222
"agouti" 0.363194444
"agouti" 0.420138889
"agouti" 0.682638889
"agouti" 0.703472222
"agouti" 0.705555556
"peccary" 0.788194444
"peccary" 0.792361111
"agouti" 0.29375
"coati" 0.665277778
"agouti" 0.717361111
"agouti" 0.636805556
"agouti" 0.695833333
"agouti" 0.259722222
"agouti" 0.254861111
"agouti" 0.709027778
"tamandua" 0.754166667
"agouti" 0.564583333
"peccary" 0.057638889
"agouti" 0.251388889
"brocket" 0.288888889
"agouti" 0.421527778
"agouti" 0.423611111
"agouti" 0.6125
"agouti" 0.7
"mouse" 0.924305556
"peccary" 0.038888889
"agouti" 0.28125
"coati" 0.297222222
"agouti" 0.299305556
"squirrel" 0.327083333
"agouti" 0.536111111
"agouti" 0.565972222
"brocket" 0.574305556
"coati" 0.614583333
"peccary" 0.040972222
"peccary" 0.254166667
"agouti" 0.284027778
"agouti" 0.416666667
"coati" 0.528472222
"agouti" 0.730555556
"peccary" 0.944444444
"peccary" 0.167361111
"agouti" 0.255555556
"agouti" 0.275
"peccary" 0.902777778
"agouti" 0.252777778
"agouti" 0.295138889
"agouti" 0.66875
"peccary" 0.76875
"peccary" 0.794444444
"paca" 0.913888889
"agouti" 0.286805556
"agouti" 0.313194444
"agouti" 0.714583333
"agouti" 0.286805556
"agouti" 0.296527778
"agouti" 0.393055556
"agouti" 0.413888889
"agouti" 0.676388889
"agouti" 0.704861111
"agouti" 0.256944444
"agouti" 0.302083333
"peccary" 0.339583333
"agouti" 0.515972222
"agouti" 0.685416667
"agouti" 0.745833333
"squirrel" 0.311805556
"agouti" 0.347222222
"agouti" 0.463888889
"agouti" 0.496527778
"brocket" 0.959722222
"agouti" 0.272916667
"agouti" 0.357638889
"agouti" 0.375
"agouti" 0.404166667
"agouti" 0.428472222
"agouti" 0.492361111
"brocket" 0.363888889
"agouti" 0.427083333
"agouti" 0.723611111
"agouti" 0.350694444
"agouti" 0.479861111
"agouti" 0.688888889
"agouti" 0.70625
"peccary" 0.208333333
"agouti" 0.251388889
"agouti" 0.284027778
"agouti" 0.3125
"agouti" 0.384722222
"agouti" 0.422916667
"peccary" 0.425
"agouti" 0.434027778
"agouti" 0.495833333
"agouti" 0.275694444
"agouti" 0.2875
"agouti" 0.4375
"agouti" 0.742361111
"peccary" 0.276388889
"agouti" 0.540972222
"agouti" 0.554166667
"brocket" 0.090277778
"agouti" 0.311805556
"agouti" 0.513194444
"peccary" 0.741666667
"rat" 0.813888889
"agouti" 0.251388889
"agouti" 0.25625
"agouti" 0.326388889
"agouti" 0.339583333
"agouti" 0.340972222
"agouti" 0.426388889
"agouti" 0.429861111
"agouti" 0.540277778
"rat" 0.931944444
"peccary" 0.970138889
"agouti" 0.267361111
"peccary" 0.343055556
"agouti" 0.381944444
"agouti" 0.642361111
"peccary" 0.65
"agouti" 0.706944444
"agouti" 0.266666667
"agouti" 0.481944444
"agouti" 0.575
"agouti" 0.380555556
"agouti" 0.384027778
"agouti" 0.417361111
"agouti" 0.268055556
"agouti" 0.318055556
"rat" 0.813194444
"opossum" 0.204166667
"peccary" 0.677777778
"rat" 0.05
"agouti" 0.702083333
"agouti" 0.343055556
"paca" 0.913888889
"paca" 0.975694444
"agouti" 0.314583333
"agouti" 0.248611111
"rat" 0.859027778
"rat" 0.097222222
"paca" 0.158333333
"rat" 0.0125
"rat" 0.116666667
"peccary" 0.011111111
"peccary" 0.313194444
"agouti" 0.736805556
"agouti" 0.577777778
"coati" 0.703472222
"agouti" 0.689583333
"agouti" 0.704861111
"agouti" 0.747222222
"agouti" 0.498611111
"agouti" 0.661111111
"peccary" 0.275694444
"agouti" 0.563888889
"agouti" 0.571527778
"squirrel" 0.329166667
"agouti" 0.390277778
"agouti" 0.458333333
"agouti" 0.708333333
"agouti" 0.714583333
"agouti" 0.685416667
"agouti" 0.254166667
"agouti" 0.275
"agouti" 0.614583333
"agouti" 0.670833333
"agouti" 0.332638889
"agouti" 0.3375
"agouti" 0.470833333
"agouti" 0.672916667
"agouti" 0.678472222
"agouti" 0.694444444
"agouti" 0.452083333
"agouti" 0.496527778
"agouti" 0.503472222
"peccary" 0.750694444
"peccary" 0.179861111
"peccary" 0.196527778
"peccary" 0.75625
"agouti" 0.648611111
"paca" 0.022916667
"agouti" 0.448611111
"squirrel" 0.740277778
"agouti" 0.750694444
"brocket" 0.279861111
"peccary" 0.338194444
"agouti" 0.395833333
"agouti" 0.580555556
"agouti" 0.700694444
"rat" 0.2125
"squirrel" 0.589583333
"agouti" 0.250694444
"agouti" 0.2875
"agouti" 0.552777778
"squirrel" 0.617361111
"agouti" 0.740277778
"agouti" 0.745833333
"agouti" 0.284027778
"agouti" 0.55625
"agouti" 0.750694444
"agouti" 0.3125
"agouti" 0.701388889
"agouti" 0.706944444
"agouti" 0.739583333
"paca" 0.926388889
"agouti" 0.430555556
"agouti" 0.459027778
"squirrel" 0.734027778
"brocket" 0.271527778
"agouti" 0.28125
"squirrel" 0.342361111
"ocelot" 0.739583333
"agouti" 0.713888889
"armadillo" 0.014583333
"rat" 0.129166667
"agouti" 0.420833333
"ocelot" 0.83125
"rat" 0.184027778
"ocelot" 0.223611111
"agouti" 0.697916667
"ocelot" 0.929166667
"agouti" 0.672916667
"rat" 0.966666667
"rat" 0.177083333
"agouti" 0.760416667
"agouti" 0.763888889
"agouti" 0.340972222
"coati" 0.382638889
"ocelot" 0.929861111
"agouti" 0.317361111
"agouti" 0.323611111
"agouti" 0.329861111
"agouti" 0.334722222
"agouti" 0.459027778
"agouti" 0.560416667
"agouti" 0.566666667
"rat" 0.222222222
"agouti" 0.665277778
"coati" 0.375
"coati" 0.424305556
"agouti" 0.699305556
"agouti" 0.75625
"ocelot" 0.825
"agouti" 0.70625
"agouti" 0.755555556
"agouti" 0.629166667
"opossum" 0.883333333
"paca" 0.054861111
"ocelot" 0.890277778
"rat" 0.014583333
"agouti" 0.734722222
"peccary" 0.760416667
"squirrel" 0.304861111
"squirrel" 0.35625
"agouti" 0.443055556
"squirrel" 0.273611111
"squirrel" 0.486111111
"agouti" 0.315277778
"agouti" 0.630555556
"agouti" 0.561805556
"agouti" 0.711805556
"agouti" 0.640277778
"agouti" 0.699305556
"agouti" 0.259027778
"agouti" 0.264583333
"agouti" 0.276388889
"agouti" 0.299305556
"agouti" 0.515972222
"agouti" 0.520138889
"agouti" 0.523611111
"agouti" 0.534722222
"agouti" 0.752083333
"agouti" 0.282638889
"agouti" 0.300694444
"agouti" 0.71875
"agouti" 0.7375
"agouti" 0.741666667
"agouti" 0.748611111
"agouti" 0.309722222
"agouti" 0.340972222
"agouti" 0.350694444
"agouti" 0.356944444
"agouti" 0.654166667
"agouti" 0.750694444
"paca" 0.811111111
"paca" 0.817361111
"ocelot" 0.927083333
"ocelot" 0.838194444
"agouti" 0.314583333
"agouti" 0.306944444
"agouti" 0.317361111
"agouti" 0.268055556
"agouti" 0.3625
"agouti" 0.508333333
"agouti" 0.524305556
"agouti" 0.5375
"agouti" 0.743055556
"agouti" 0.354166667
"agouti" 0.315972222
"peccary" 0.369444444
"agouti" 0.589583333
"rat" 0.931944444
"agouti" 0.331944444
"agouti" 0.35625
"agouti" 0.370138889
"agouti" 0.29375
"agouti" 0.330555556
"agouti" 0.343055556
"agouti" 0.399305556
"ocelot" 0.141666667
"agouti" 0.315277778
"agouti" 0.318055556
"agouti" 0.322916667
"agouti" 0.351388889
"agouti" 0.264583333
"agouti" 0.300694444
"agouti" 0.321527778
"agouti" 0.571527778
"agouti" 0.736111111
"agouti" 0.284722222
"agouti" 0.344444444
"agouti" 0.352777778
"agouti" 0.41875
"agouti" 0.422916667
"agouti" 0.444444444
"agouti" 0.470833333
"agouti" 0.279166667
"agouti" 0.376388889
"agouti" 0.51875
"agouti" 0.629861111
"agouti" 0.647916667
"agouti" 0.709027778
"agouti" 0.306944444
"agouti" 0.317361111
"coati" 0.328472222
"agouti" 0.33125
"agouti" 0.404166667
"agouti" 0.460416667
"agouti" 0.500694444
"agouti" 0.502777778
"agouti" 0.321527778
"agouti" 0.348611111
"coati" 0.3625
"agouti" 0.539583333
"agouti" 0.630555556
"agouti" 0.634722222
"agouti" 0.725694444
"agouti" 0.273611111
"agouti" 0.350694444
"coati" 0.363888889
"agouti" 0.56875
"brocket" 0.597916667
"agouti" 0.602777778
"agouti" 0.726388889
"agouti" 0.397222222
"agouti" 0.465972222
"agouti" 0.472222222
"agouti" 0.658333333
"agouti" 0.720138889
"peccary" 0.318055556
"agouti" 0.59375
"agouti" 0.634722222
"rat" 0.836805556
"rat" 0.911805556
"rat" 0.913194444
"agouti" 0.483333333
"ocelot" 0.497222222
"coati" 0.4625
"rat" 0.176388889
"rat" 0.186805556
"agouti" 0.551388889
"rat" 0.168055556
"ocelot" 0.945138889
"agouti" 0.323611111
"agouti" 0.463194444
"ocelot" 0.223611111
"agouti" 0.683333333
"agouti" 0.295833333
"agouti" 0.303472222
"agouti" 0.478472222
"agouti" 0.338888889
"agouti" 0.559722222
"agouti" 0.306944444
"peccary" 0.738888889
"agouti" 0.434027778
"brocket" 0.395138889
"agouti" 0.311805556
"coati" 0.486805556
"agouti" 0.547222222
"agouti" 0.294444444
"agouti" 0.284027778
"squirrel" 0.454861111
"agouti" 0.529861111
"squirrel" 0.311805556
"agouti" 0.634722222
"peccary" 0.263888889
"rat" 0.284722222
"squirrel" 0.483333333
"paca" 0.90625
"agouti" 0.248611111
"agouti" 0.3125
"agouti" 0.366666667
"agouti" 0.377083333
"agouti" 0.423611111
"agouti" 0.481944444
"agouti" 0.602777778
"agouti" 0.622222222
"peccary" 0.379166667
"brocket" 0.048611111
"ocelot" 0.873611111
"peccary" 0.038888889
"agouti" 0.304166667
"agouti" 0.389583333
"ocelot" 0.577083333
"peccary" 0.822222222
"peccary" 0.717361111
"peccary" 0.147916667
"agouti" 0.258333333
"agouti" 0.342361111
"agouti" 0.411805556
"peccary" 0.788888889
"ocelot" 0.882638889
"agouti" 0.561111111
"coati" 0.601388889
"agouti" 0.667361111
"agouti" 0.555555556
"agouti" 0.594444444
"agouti" 0.621527778
"agouti" 0.629861111
"agouti" 0.729166667
"paca" 0.213194444
"agouti" 0.25
"agouti" 0.308333333
"agouti" 0.547222222
"agouti" 0.7125
"agouti" 0.742361111
"agouti" 0.338194444
"agouti" 0.443055556
"agouti" 0.523611111
"agouti" 0.688888889
"agouti" 0.261111111
"agouti" 0.277777778
"agouti" 0.286111111
"agouti" 0.302777778
"agouti" 0.308333333
"agouti" 0.625
"agouti" 0.686111111
"agouti" 0.254861111
"agouti" 0.265277778
"peccary" 0.880555556
"agouti" 0.265972222
"agouti" 0.738888889
"rat" 0.880555556
"rat" 0.9375
"agouti" 0.275
"agouti" 0.3375
"agouti" 0.359027778
"agouti" 0.480555556
"agouti" 0.622916667
"agouti" 0.625
"agouti" 0.690277778
"agouti" 0.374305556
"agouti" 0.400694444
"agouti" 0.411111111
"agouti" 0.602083333
"agouti" 0.627083333
"agouti" 0.722916667
"agouti" 0.752083333
"rat" 0.902083333
"agouti" 0.255555556
"agouti" 0.258333333
"agouti" 0.290972222
"agouti" 0.352083333
"agouti" 0.364583333
"agouti" 0.670833333
"agouti" 0.677777778
"agouti" 0.679861111
"agouti" 0.734722222
"agouti" 0.749305556
"peccary" 0.828472222
"agouti" 0.268055556
"agouti" 0.438888889
"agouti" 0.286805556
"coati" 0.403472222
"coati" 0.409027778
"coati" 0.411111111
"peccary" 0.884027778
"paca" 0.088194444
"brocket" 0.961805556
"coati" 0.294444444
"agouti" 0.659722222
"brocket" 0.875694444
"agouti" 0.452777778
"brocket" 0.755555556
"peccary" 0.338194444
"agouti" 0.315972222
"agouti" 0.335416667
"agouti" 0.25
"agouti" 0.33125
"agouti" 0.300694444
"peccary" 0.946527778
"peccary" 0.288194444
"agouti" 0.324305556
"agouti" 0.455555556
"peccary" 0.538888889
"peccary" 0.117361111
"agouti" 0.332638889
"paca" 0.196527778
"agouti" 0.295138889
"agouti" 0.338888889
"agouti" 0.343055556
"coati" 0.732638889
"peccary" 0.759722222
"ocelot" 0.793055556
"agouti" 0.328472222
"squirrel" 0.449305556
"tamandua" 0.965972222
"brocket" 0.985416667
"peccary" 0.729861111
"peccary" 0.34375
"agouti" 0.450694444
"brocket" 0.050694444
"rat" 0.245138889
"peccary" 0.574305556
"agouti" 0.730555556
"peccary" 0.323611111
"tamandua" 0.343055556
"peccary" 0.733333333
"peccary" 0.281944444
"brocket" 0.339583333
"agouti" 0.580555556
"brocket" 0.303472222
"rat" 0.205555556
"agouti" 0.288194444
"rat" 0.761111111
"agouti" 0.672916667
"ocelot" 0.990277778
"rat" 0.215277778
"brocket" 0.285416667
"agouti" 0.315972222
"agouti" 0.688194444
"agouti" 0.439583333
"brocket" 0.247916667
"agouti" 0.589583333
"squirrel" 0.345833333
"squirrel" 0.352777778
"agouti" 0.375694444
"agouti" 0.381944444
"agouti" 0.576388889
"agouti" 0.395833333
"agouti" 0.434722222
"rat" 0.106944444
"agouti" 0.667361111
"rat" 0.088888889
"agouti" 0.272916667
"agouti" 0.34375
