,state,year,cpi,pop,packpc,income,tax,avgprs,taxs,state_fn,year_str
473,TX,1994,1.48199999332428,18338320,74.91416931152341,377582624,65.0,192.875823974609,75.9175033569336,Texas,1994
474,UT,1994,1.48199999332428,1930436,51.128345489502,34578712,50.5,173.565002441406,58.7649993896484,Utah,1994
475,VA,1994,1.48199999332428,6536771,103.15489959716801,154981632,26.500003814697298,164.9375,34.354171752929695,Virginia,1994
476,VT,1994,1.48199999332428,578900,118.846084594727,11897987,44.0,167.886245727539,51.99458312988279,Vermont,1994
477,WA,1994,1.48199999332428,5334896,68.1925201416016,123337472,78.0,237.37059020996102,93.5289154052734,Washington,1994
478,WI,1994,1.48199999332428,5095504,91.6101760864258,110569688,62.0,193.287506103516,71.2041702270508,Wisconsin,1994
479,WV,1994,1.48199999332428,1818490,102.22766876220699,31666084,41.0,163.248825073242,50.2405014038086,West Virginia,1994
480,WY,1994,1.48199999332428,474982,105.898750305176,9954215,36.0,150.666656494141,36.0,Wyoming,1994
481,AL,1995,1.5239999294281,4262731,101.085433959961,83903280,40.5000038146973,158.371337890625,41.904670715331996,Alabama,1995
482,AR,1995,1.5239999294281,2480121,111.04296875,45995496,55.5,175.542510986328,63.859169006347706,Arkansas,1995
483,AZ,1995,1.5239999294281,4306908,71.9541702270508,88870496,65.3333282470703,198.607498168945,74.7908248901367,Arizona,1995
484,CA,1995,1.5239999294281,31493524,56.8593063354492,771470144,61.0,210.504669189453,74.7713317871094,California,1995
485,CO,1995,1.5239999294281,3738061,82.5829238891602,92946544,44.0,167.350006103516,44.0,Colorado,1995
486,CT,1995,1.5239999294281,3265293,79.4721908569336,104315120,74.0,218.28050231933602,86.35549926757808,Connecticut,1995
487,DE,1995,1.5239999294281,718265,124.466598510742,18237436,48.0,165.600006103516,48.0,Delaware,1995
488,FL,1995,1.5239999294281,14185403,93.07455444335942,333525344,57.9000015258789,187.717178344727,68.525505065918,Florida,1995
489,GA,1995,1.5239999294281,7188538,97.4746246337891,159800448,36.0,156.57307434082,37.43141555786129,Georgia,1995
490,IA,1995,1.5239999294281,2840860,92.4015960693359,60170928,60.0,190.889999389648,69.08999633789061,Iowa,1995
491,ID,1995,1.5239999294281,1165000,74.8497848510742,22868920,52.0,179.637512207031,60.554168701171896,Idaho,1995
492,IL,1995,1.5239999294281,11884935,83.26507568359379,304767456,68.0000076293945,198.476165771484,79.234504699707,Illinois,1995
493,IN,1995,1.5239999294281,5791819,134.258346557617,126525008,39.5,154.533752441406,46.8587493896484,Indiana,1995
494,KS,1995,1.5239999294281,2586942,88.7534408569336,56626672,48.0,175.210006713867,56.343334197998,Kansas,1995
495,KY,1995,1.5239999294281,3855248,172.64778137207,74079712,27.0,145.979675292969,35.2630004882812,Kentucky,1995
496,LA,1995,1.5239999294281,4327978,105.176132202148,84572688,44.0,167.795349121094,50.4536666870117,Louisiana,1995
497,MA,1995,1.5239999294281,6062335,76.6206436157227,170051568,75.0,217.105010986328,85.3383331298828,Massachusetts,1995
498,MD,1995,1.5239999294281,5023650,77.4735488891602,135115456,60.0,186.033752441406,68.8587493896484,Maryland,1995
499,ME,1995,1.5239999294281,1237438,102.469779968262,25045934,61.0,197.230651855469,72.16400146484371,Maine,1995
500,MI,1995,1.5239999294281,9659871,81.3882522583008,231594240,99.0,240.849670410156,112.633003234863,Michigan,1995
501,MN,1995,1.5239999294281,4605445,82.94529724121091,113216856,72.0,220.348663330078,86.4153366088867,Minnesota,1995
502,MO,1995,1.5239999294281,5324610,122.45027923584,117639672,41.0000038146973,157.230087280273,42.38842010498049,Missouri,1995
503,MS,1995,1.5239999294281,2690788,105.582450866699,46241956,42.0,169.229400634766,53.071083068847706,Mississippi,1995
504,MT,1995,1.5239999294281,868522,87.1595687866211,16296835,42.0,156.21667480468798,42.0,Montana,1995
505,NC,1995,1.5239999294281,7185403,121.53806304931601,157633568,29.0,149.994003295898,34.7690010070801,North Carolina,1995
506,ND,1995,1.5239999294281,641548,79.8069686889648,12243384,68.0,192.248672485352,78.8820037841797,North Dakota,1995
507,NE,1995,1.5239999294281,1635142,87.2707061767578,36293064,58.0,182.175003051758,66.6750030517578,Nebraska,1995
508,NH,1995,1.5239999294281,1145604,156.33674621582,28649564,49.0,166.641662597656,49.0,New Hampshire,1995
509,NJ,1995,1.5239999294281,7965523,80.3713684082031,233208576,64.0,203.08717346191398,75.49549865722659,New Jersey,1995
510,NM,1995,1.5239999294281,1682417,64.6688690185547,31716160,45.0,176.146240234375,53.3879165649414,New Mexico,1995
511,NV,1995,1.5239999294281,1525777,93.52611541748051,39377292,59.0,206.599166870117,72.5158309936523,Nevada,1995
512,NY,1995,1.5239999294281,18150928,70.81732177734371,503163328,80.0,221.858001708984,88.5329971313477,New York,1995
513,OH,1995,1.5239999294281,11155493,111.38010406494101,255312928,48.0,165.891250610352,55.89958190917971,Ohio,1995
514,OK,1995,1.5239999294281,3265547,108.680107116699,63333300,47.0,170.134994506836,55.1016654968262,Oklahoma,1995
515,OR,1995,1.5239999294281,3141421,92.1557464599609,71209312,62.0,190.300003051758,62.0,Oregon,1995
516,PA,1995,1.5239999294281,12044780,95.6430892944336,285923232,55.0,176.163162231445,64.97149658203121,Pennsylvania,1995
517,RI,1995,1.5239999294281,989203,92.5998001098633,23786644,80.0,224.45924377441398,94.6842498779297,Rhode Island,1995
518,SC,1995,1.5239999294281,3699943,108.082748413086,72050072,31.0,152.818740844727,38.2770843505859,South Carolina,1995
519,SD,1995,1.5239999294281,728251,97.21923065185551,14454129,47.0,168.037994384766,53.4630012512207,South Dakota,1995
520,TN,1995,1.5239999294281,5241168,122.320053100586,114259984,37.0,167.067001342773,49.3753318786621,Tennessee,1995
521,TX,1995,1.5239999294281,18679706,73.0793075561523,402096768,65.0,198.202331542969,76.2190017700195,Texas,1995
522,UT,1995,1.5239999294281,1976774,49.2721977233887,37278220,50.5,180.976257324219,59.117916107177706,Utah,1995
523,VA,1995,1.5239999294281,6601392,105.38687133789101,161441792,26.5000057220459,166.66125488281298,34.4362564086914,Virginia,1995
524,VT,1995,1.5239999294281,582827,122.334754943848,12448607,44.0,175.638748168945,52.3637504577637,Vermont,1995
525,WA,1995,1.5239999294281,5431024,65.5309219360352,129680832,80.5,239.109344482422,96.14266967773442,Washington,1995
526,WI,1995,1.5239999294281,5137004,92.4663467407227,115959680,62.0,201.381256103516,71.58958435058591,Wisconsin,1995
527,WV,1995,1.5239999294281,1820560,115.568832397461,32611268,41.0,166.517181396484,50.42549896240229,West Virginia,1995
528,WY,1995,1.5239999294281,478447,112.238136291504,10293195,36.0,158.541656494141,36.0,Wyoming,1995
